Cf_0,Tz_ref_anti,Te,Np,Tz_mean,Twall_mean,Tt_mean,beta,Uwall
0.1666269941678381,18.625733484051576,10.175224355005248,0.0,15.00902823905102,14.999433221978789,25.036962666089483,619920.0,959550.0
0.7730771342226422,15.294696750587928,6.4782512396082135,0.0,15.014168430059287,14.99843270682594,25.808658690547343,619920.0,959550.0
0.07702213221458798,16.40926563294341,6.059591779926654,0.0,15.022682433466052,14.99738400814955,25.740333551780992,619920.0,959550.0
0.04686559946214419,17.43989992379231,7.482939671960799,0.0,15.031768852640623,14.996503951863485,25.632854351586538,619920.0,959550.0
0.7688333340199655,15.853175241859386,11.9833290379892,0.0,15.040461384886497,14.996154307529766,26.360033131090788,619920.0,959550.0
0.533194315378143,15.320049788259215,14.512286352509534,0.0,15.047699157539057,14.99610304594612,26.84977843119173,619920.0,959550.0
0.16322279649816263,16.582320111318545,10.261630379513823,0.0,15.05803687155365,14.995553030162325,26.861764168933146,619920.0,959550.0
0.31198371750705356,17.103117750950744,9.218105705779644,0.0,15.068509419016578,14.9948816653629,27.036729000467005,619920.0,959550.0
0.8484796033140588,16.71624678049582,13.54688066064412,0.0,15.080018376411058,14.994720732941037,27.81423707896842,619920.0,959550.0
0.0731488461051718,15.851306842933903,8.170734332158922,0.0,15.089223911315509,14.993928924130417,27.73500163176689,619920.0,959550.0
0.5668690739877653,17.76981819638172,11.208798960698713,0.0,15.101064945879921,14.99349575664178,28.18193196667476,619920.0,959550.0
0.8073585304586074,18.438905734932966,5.6570802725101945,0.0,15.112465805751203,14.992411270415852,28.891818235414146,619920.0,959550.0
0.179507818443864,15.31737244662491,6.7117019939982105,0.0,15.119080198916732,14.991452110133967,28.967530162719402,619920.0,959550.0
0.5312235541785437,16.240487594455825,14.329512398865269,0.0,15.131533165728632,14.99139001362221,29.372611816095322,619920.0,959550.0
0.16871540064198898,17.965410740369062,10.507115213984122,0.0,15.144522051132439,14.990879984430226,29.348637723731624,619920.0,959550.0
0.8618888836030761,16.30268448059112,10.110397143497014,0.0,15.15673855529281,14.9903249030336,30.11886912483909,619920.0,959550.0
0.3086276237349037,17.91855092973341,6.974689943674344,0.0,15.169821031814394,14.989402741068789,30.241191855057835,619920.0,959550.0
0.12019395914943187,18.958701887244498,8.905394881526384,0.0,15.183263036770706,14.988709374339654,30.149926271512413,619920.0,959550.0
0.9050321094367517,19.597366157828223,14.542405288623282,0.0,15.198039803130083,14.988680634418358,30.94101984168444,619920.0,959550.0
0.8209649842446131,19.884369529625076,6.851805242726796,0.0,15.212112218717698,14.987749319089415,31.626096769181032,619920.0,959550.0
0.44477759541433404,17.759971701575427,14.767593765134718,0.0,15.227983192707349,14.987750744908093,31.87984325689526,619920.0,959550.0
0.4282465916926662,15.448433071633218,12.571980936295644,0.0,15.237384097640074,14.987495491764061,32.20733930515124,619920.0,959550.0
0.014094515097139104,15.076812731121061,12.832453070855177,0.0,15.243447270665813,14.98727183668159,32.11802581133647,619920.0,959550.0
0.19187716177697156,18.364581000116715,8.863432509099153,0.0,15.258547872780722,14.986582791244219,32.080359550261115,619920.0,959550.0
0.32721611531682504,16.227443262670068,7.735424582609762,0.0,15.271673294210254,14.98576293219333,32.22240188485367,619920.0,959550.0
0.15453220712812687,16.98373415024703,11.74921515476186,0.0,15.286935032891405,14.985416887664552,32.14727316114638,619920.0,959550.0
0.7218359778417001,19.922043537505466,13.511340500851162,0.0,15.30309910138388,14.985279960821392,32.704337238828316,619920.0,959550.0
0.6196143608083458,19.01554749751174,11.588434286133667,0.0,15.319356164830507,14.984918873519867,33.13862449956542,619920.0,959550.0
0.9400304968609564,16.108589595093516,5.080925782577417,0.0,15.33228120328164,14.983794416189104,33.96771003190684,619920.0,959550.0
0.7982295609113563,18.894013009427987,14.481251148868795,0.0,15.350318670435882,14.983777356855871,34.58397487385861,619920.0,959550.0
0.9255404050597412,16.429715126772965,13.109458647746008,0.0,15.367070835427835,14.983601047796933,35.35958164877756,619920.0,959550.0
0.4321539256804414,16.01036300088978,9.871956380607957,0.0,15.381437104174413,14.983045941708314,35.60432683075421,619920.0,959550.0
0.7430236778765625,15.13477699238942,8.73376648714559,0.0,15.387080088218111,14.982358310071517,36.33046848330377,619920.0,959550.0
0.8250149649340832,15.850678198171925,8.808762080910329,0.0,15.400677001621826,14.981680787934552,37.027726914485406,619920.0,959550.0
0.2616849712662719,19.30539318176967,14.05340284631734,0.0,15.4211573891335,14.981622110337552,36.996873986136244,619920.0,959550.0
0.2611432461471628,16.823802922523463,8.512022425169059,0.0,15.439605058373248,14.980914166351013,36.98058389947782,619920.0,959550.0
0.21254300654605862,19.87195754451691,13.145160592573635,0.0,15.459743940701946,14.9807534333925,36.895826303625626,619920.0,959550.0
0.8255455752595442,19.61587461654769,5.046783371663402,0.0,15.4786167987984,14.979642798399334,37.50061903815891,619920.0,959550.0
0.8460136814742134,16.718097728147463,8.53595230941973,0.0,15.497300371444005,14.978944898004068,38.14061216910244,619920.0,959550.0
0.9361596115608813,15.133221487167644,8.065442700275796,0.0,15.502222383871771,14.978193228418903,39.091194432210884,619920.0,959550.0
0.28932854766521454,16.077199480832444,8.040400951890401,0.0,15.518201726798463,14.977440023580982,39.141013873385496,619920.0,959550.0
0.9935138663559692,18.591399412763945,6.362624475089272,0.0,15.539421769043166,14.976491897713945,39.90189164515622,619920.0,959550.0
0.9581471657001216,15.032683384508186,14.835974838745242,0.0,15.544486315591747,14.976541862024925,40.892781468580594,619920.0,959550.0
0.45558282371275094,18.11099988809037,13.44271030154257,0.0,15.568275204129105,14.976429688754061,41.02500963580453,619920.0,959550.0
0.6944940557400584,16.378606918362124,10.520470118409003,0.0,15.588120123033484,14.975976501794197,41.478984251943906,619920.0,959550.0
0.18193667673245362,17.25736556272798,14.498155236692487,0.0,15.611849124294068,14.975993693436813,41.304459300887004,619920.0,959550.0
0.01355047861871106,15.84722508017973,9.94276144635798,0.0,15.62560667993695,14.975477451581959,41.07876127248237,619920.0,959550.0
0.5241565423564519,16.085543632350262,7.830960225466917,0.0,15.641676895133179,14.974714770601034,41.38885978849415,619920.0,959550.0
0.9275599288457445,19.695954457246625,10.462113018137742,0.0,15.665497425231623,14.974263985832668,42.04346160211637,619920.0,959550.0
0.7366195060326719,16.877168974952873,8.166591457768572,0.0,15.687634482052161,14.97354609894343,42.50088936010302,619920.0,959550.0
0.013370131892872394,16.811931714486832,8.732547857620444,0.0,15.709518964518981,14.972897522890362,42.14529756570853,619920.0,959550.0
0.8160752912683248,16.71200660167516,6.868241931235943,0.0,15.730523092330145,14.972032403367162,42.705113802286064,619920.0,959550.0
0.9807145628759106,16.64917184374179,6.398842484975285,0.0,15.751476982545094,14.971114759649652,43.45000090586365,619920.0,959550.0
0.18323914399536678,16.824839692865552,8.862600428615337,0.0,15.773924483628234,14.970489585634638,43.27651946169901,619920.0,959550.0
0.7783940672123879,17.528127636832693,8.151644469964907,0.0,15.798156943771529,14.969783700430899,43.74617042746865,619920.0,959550.0
0.32662479549415036,18.08777662466032,14.960954261864096,0.0,15.824163842810124,14.969881594668045,43.69606061746536,619920.0,959550.0
0.5714629225432656,16.73110582084239,12.559307465644737,0.0,15.846566503046635,14.969699918951553,43.970594972717194,619920.0,959550.0
0.9891516480184639,19.8099256765775,8.373209652833863,0.0,15.872015552254705,14.969028882097133,44.65865997312141,619920.0,959550.0
0.19402549346459652,19.728019849617706,11.196878101362405,0.0,15.898138472640548,14.968693057508547,44.444436088271516,619920.0,959550.0
0.9335773283859446,17.765715224412876,9.096619813117691,0.0,15.92354423383288,14.968113380089989,45.0709519351604,619920.0,959550.0
0.6321369847546644,18.41968107769337,6.89033006578711,0.0,15.949278439506523,14.967277427885035,45.34477340735227,619920.0,959550.0
0.8777398777930364,16.85477282038633,9.379179984963292,0.0,15.972336857214488,14.966737184744984,45.943458132606736,619920.0,959550.0
0.6352691548809667,16.135405955473246,12.122228456733502,0.0,15.98755752238225,14.966521856528088,46.39481600093137,619920.0,959550.0
0.1437930235602889,15.315372726976122,7.510541122285402,0.0,15.990042742187413,14.965765366491484,46.47198178838788,619920.0,959550.0
0.6031561530264752,17.41010378726187,10.353232809376946,0.0,16.016397905836126,14.965344999529991,46.71134569227077,619920.0,959550.0
0.9328217623056836,16.791858668239154,10.979812779193342,0.0,16.039729275872617,14.965001325375049,47.37078055628944,619920.0,959550.0
0.7138507927308838,19.59580740424183,8.749740314975632,0.0,16.06789472959031,14.964398542637772,47.70186508740831,619920.0,959550.0
0.18374411448025807,17.048054292559435,13.792853369000373,0.0,16.093641622192607,14.964392059206977,47.48372916046204,619920.0,959550.0
0.5986539570871919,16.101933627076384,9.498591902170599,0.0,16.10638120419351,14.963882906594435,47.92111576559633,619920.0,959550.0
0.8160969780964634,19.261092937819953,11.383607046226604,0.0,16.135421245208015,14.963597970758421,48.35998116696422,619920.0,959550.0
0.5240667183377848,15.268343194781425,14.185300827131991,0.0,16.13742833554703,14.963644360056204,48.88905256403276,619920.0,959550.0
0.492485935077289,15.308540017644708,9.367107833228197,0.0,16.13894290580951,14.963124410732432,49.376525308313155,619920.0,959550.0
0.16001782295993228,16.43727468372561,13.048129548023082,0.0,16.158016413002052,14.963038622408877,49.229662493838156,619920.0,959550.0
0.22956951547079452,16.172303525815398,12.960394943725934,0.0,16.172093737464046,14.962944485510628,49.237113936941924,619920.0,959550.0
0.07792547320105236,18.547050312645833,11.187901917374873,0.0,16.201652819479197,14.96264452428538,48.83102518254952,619920.0,959550.0
0.4094243269795266,15.608117902621213,5.1211336980108335,0.0,16.204656024269926,14.961633197602705,49.188319078652064,619920.0,959550.0
0.007556126880048808,17.315304811816205,9.119761466636314,0.0,16.2311965992827,14.961094020336704,48.74219823985585,619920.0,959550.0
0.5547319344431928,17.362069413166896,7.86071423602623,0.0,16.257422537123244,14.960410024939321,48.91543893929287,619920.0,959550.0
